ticker,name,market,date,시가,종가
240810,원익IPS,KOSDAQ,20260811,96600,104700
241520,DSC인베스트먼트,KOSDAQ,20260811,8440,8350
241690,유니테크노,KOSDAQ,20260811,2595,2820
241710,코스메카코리아,KOSDAQ,20260811,103000,109400
241770,메카로,KOSDAQ,20260811,36850,39000
241790,티이엠씨씨엔에스,KOSDAQ,20260811,5210,5310
241820,피씨엘,KOSDAQ,20260811,0,6040
241840,에이스토리,KOSDAQ,20260811,2365,2380
242040,나무에이엑스,KOSDAQ,20260811,3845,3900
243070,휴온스,KOSDAQ,20260811,26400,26750
243840,신흥에스이씨,KOSDAQ,20260811,5170,5120
244460,올리패스,KOSDAQ,20260811,0,1651
245620,EDGC,KOSDAQ,20260811,0,741
246250,에스엘에스바이오,KOSDAQ,20260811,0,1969
246690,TS인베스트먼트,KOSDAQ,20260811,1732,1756
246710,티앤알바이오팹,KOSDAQ,20260811,2640,2600
246720,아스타,KOSDAQ,20260811,0,6070
246960,SCL사이언스,KOSDAQ,20260811,1834,1945
247540,에코프로비엠,KOSDAQ,20260811,114000,109800
247660,나노씨엠에스,KOSDAQ,20260811,2380,2575
250000,보라티알,KOSDAQ,20260811,5700,5770
250060,모비스,KOSDAQ,20260811,2935,2985
250930,예선테크,KOSDAQ,20260811,1605,1655
251120,바이오에프디엔씨,KOSDAQ,20260811,8230,8440
251370,와이엠티,KOSDAQ,20260811,8470,8680
251630,브이원텍,KOSDAQ,20260811,3845,3855
251970,펌텍코리아,KOSDAQ,20260811,50700,51200
252500,세화피앤씨,KOSDAQ,20260811,0,499
252990,샘씨엔에스,KOSDAQ,20260811,14800,14750
253450,스튜디오드래곤,KOSDAQ,20260811,24900,25400
253590,네오셈,KOSDAQ,20260811,9440,10260
253840,수젠텍,KOSDAQ,20260811,4600,4625
254120,자비스,KOSDAQ,20260811,917,914
254490,미래반도체,KOSDAQ,20260811,17240,18000
255220,SG,KOSDAQ,20260811,1471,1432
255440,야스,KOSDAQ,20260811,7340,7500
256150,한독크린텍,KOSDAQ,20260811,4600,4650
256630,포인트엔지니어링,KOSDAQ,20260811,4300,4345
256840,한국비엔씨,KOSDAQ,20260811,2740,2750
256940,킵스파마,KOSDAQ,20260811,6270,6350
257370,피엔티엠에스,KOSDAQ,20260811,2070,2075
257720,실리콘투,KOSDAQ,20260811,38900,40050
258610,케일럼,KOSDAQ,20260811,1135,1080
258790,소프트캠프,KOSDAQ,20260811,4835,4610
258830,세종메디칼,KOSDAQ,20260811,0,412
259630,엠플러스,KOSDAQ,20260811,10340,10180
260660,알리코제약,KOSDAQ,20260811,2555,2590
260930,씨티케이,KOSDAQ,20260811,2615,2690
